000000	Xerox 
00127A	Sanyu Industry
00127B	VIA Networking Technologies
00127C	Swegon AB
00127D	MobileAria
00127E	Digital Lifestyles Group
00127F	Cisco Systems
001280	Cisco Systems
001281	March Networks S.p.A.
001282	Qovia
001283	Nortel Networks
001284	Lab33 Srl
001285	Gizmondo Europe
001286	Endevco
001287	Digital Everywhere Unterhaltungselektronik
001288	2Wire
001289	Advance Sterilization Products
00128A	ARRIS Group
00128B	Sensory Networks Inc
00128C	Woodward Governor
00128D	STB Datenservice
00128E	Q-Free ASA
00128F	Montilio
001290	KYOWA Electric & Machinery.
001291	KWS Computersysteme
001292	Griffin Technology
001293	GE Energy
001294	Sumitomo Electric Device InnovationsInc
001295	Aiware
001296	Addlogix
001297	O2Micro
001298	Mico Electric(Shenzhen) Limited
001299	Ktech Telecommunications Inc
00129A	IRT Electronics Pty
00129B	E2S Electronic Engineering SolutionsS.L.
00129C	Yulinet
00129D	First International Computer do Brasil
00129E	Surf Communications
00129F	RAE Systems
0012A0	NeoMeridian Sdn Bhd
0012A1	BluePacket Communications
0012A2	Vita
0012A3	Trust International B.V.
0012A4	ThingMagicLLC
0012A5	Dolphin Interconnect Solutions AS
0012A6	Dolby Australia
0012A7	ISR TECHNOLOGIES Inc
0012A8	intec
0012A9	3Com
0012AA	IEE
0012AB	WiLife
0012AC	Ontimetek
0012AD	IDS
0012AE	HLS HARD-LINE Solutions
0012AF	ELPRO Technologies
0012B0	Efore Oyj   (Plc)
0012B1	Dai Nippon Printing
0012B2	Avolites
0012B3	Advance Wireless Technology.
0012B4	Work Microwave
0012B5	Vialta
0012B6	Santa Barbara Infrared
0012B7	PTW Freiburg
0012B8	G2 Microsystems
0012B9	Fusion Digital Technology
0012BA	FSI Systems
0012BB	Telecommunications Industry Association TR-41 Committee
0012BC	Echolab LLC
0012BD	Avantec Manufacturing Limited
0012BE	Astek 
0012BF	Arcadyan Technology 
0012C0	HotLava Systems
0012C1	Check Point Software Technologies
0012C2	Apex Electronics Factory
0012C3	WIT S.A.
0012C4	Viseon
0012C5	V-Show  Technology (China)
0012C6	TGC AmericaInc
0012C7	SECURAY TechnologiesCo.
0012C8	Perfect tech
0012C9	ARRIS Group
0012CA	Mechatronic Brick Aps
0012CB	CSS
0012CC	Bitatek
0012CD	ASEM SpA
0012CE	Advanced Cybernetics Group
0012CF	Accton Technology
0012D0	Gossen-Metrawatt-GmbH
0012D1	Texas Instruments
0012D2	Texas Instruments
0012D3	Zetta Systems
0012D4	Princeton Technology
0012D5	Motion Reality
0012D6	Jiangsu Yitong High-Tech
0012D7	Invento Networks
0012D8	International Games System
0012D9	Cisco Systems
0012DA	Cisco Systems
0012DB	ZIEHL Industrie-elektronik + Co KG
0012DC	SunCorp Industrial Limited
0012DD	Shengqu Information Technology (Shanghai)
0012DE	Radio Components Sweden AB
0012DF	Novomatic AG
0012E0	Codan Limited
0012E1	Alliant NetworksInc
0012E2	ALAXALA Networks 
0012E3	Agat-RT
0012E4	ZIEHL Industrie-electronik + Co KG
0012E5	Time America
0012E6	Spectec Computer
0012E7	Projectek Networking Electronics.
0012E8	Fraunhofer IMS
0012E9	Abbey Systems
0012EA	Trane
0012EB	PDH SolutionsLLC
0012EC	Movacolor b.v.
0012ED	AVG Advanced Technologies
0012EE	Sony Mobile Communications Inc
0012EF	OneAccess SA
0012F0	Intel 
0012F1	Ifotec
0012F2	Brocade Communications Systems
0012F3	ConnectBlue AB
0012F4	Belco International
0012F5	Imarda New Zealand Limited
0012F6	MDK
0012F7	Xiamen Xinglian Electronics
0012F8	WNI ResourcesLLC
0012F9	Uryu Seisaku
0012FA	THX
0012FB	Samsung Electronics
0012FC	PLANET System
0012FD	Optimus IC S.A.
0012FE	Lenovo Mobile Communication Technology
0012FF	Lely Industries N.V.
001300	IT-Factory
001301	IronGate S.L.
001302	Intel 
001303	GateConnect
001304	Flaircomm Technologies
001305	Epicom
001306	Always On Wireless
001307	Paravirtual 
001308	Nuvera Fuel Cells
001309	Ocean Broadband Networks
00130A	Nortel Networks
00130B	Mextal B.V.
00130C	HF System 
00130D	Galileo Avionica
00130E	Focusrite Audio Engineering Limited
00130F	EGEMEN Bilgisayar Muh San ve Tic STI
001310	Cisco-Linksys LLC
001311	ARRIS Group
001312	Amedia Networks
001313	GuangZhou Post & Telecom Equipment
001314	Asiamajor
001315	Sony Interactive Entertainment
001316	L-S-B Broadcast Technologies
001317	GN Netcom A/S
001318	DGSTATION
001319	Cisco Systems
00131A	Cisco Systems
00131B	BeCell Innovations.
00131C	LiteTouch
00131D	Scanvaegt International A/S
00131E	Peiker acustic & KG
00131F	NxtPhase T&D.
001320	Intel 
001321	Hewlett-Packard Company
001322	DAQ Electronics
001323	Cap
001324	Schneider Electric Ultra Terminal
001325	Cortina Systems Inc
001326	ECM Systems
001327	Data Acquisitions limited
001328	Westech Korea
001329	VSST
00132A	Sitronics Telecom Solutions
00132B	Phoenix Digital
00132C	MAZ Brandenburg
00132D	iWise Communications
00132E	ITian Coporation
00132F	Interactek
001330	Euro Protection Surveillance
001331	CellPoint Connect
001332	Beijing Topsec Network Security Technology
001333	BaudTec 
001334	Arkados
001335	VS Industry Berhad
001336	Tianjin 712 Communication Broadcasting
001337	Orient Power Home Network
001338	Fresenius-Vial
001339	CCV Deutschland
00133A	VadaTech
00133B	Speed Dragon Multimedia Limited
00133C	Quintron Systems
00133D	Micro Memory Curtiss Wright Co
00133E	MetaSwitch
00133F	Eppendorf Instrumente
001340	AD.EL s.r.l.
001341	Shandong New Beiyang Information Technology
001342	Vision Research
001343	Matsushita Electronic Components (Europe)
001344	Fargo Electronics
001345	Eaton 
001346	D-Link 
001347	Red Lion ControlsLP
001348	Artila Electronics
001349	ZyXEL Communications
00134A	Engim
00134B	ToGoldenNet Technology
00134C	YDT Technology International
00134D	Inepro BV
00134E	Valox Systems
00134F	Rapidus Wireless Networks
001350	Silver Spring NetworksInc
001351	Niles Audio 
001352	Naztec
001353	HYDAC Filtertechnik
001354	Zcomax Technologies
001355	TOMEN Cyber-business Solutions
001356	FLIR Radiation Inc
001357	Soyal Technology
001358	Realm Systems
001359	ProTelevision Technologies A/S
00135A	Project T&E Limited
00135B	PanelLink CinemaLLC
00135C	OnSite Systems
00135D	NTTPC Communications
00135E	EAB/RWI/K
00135F	Cisco Systems
001360	Cisco Systems
001361	Biospace
001362	ShinHeung Precision
001363	Verascape
001364	Paradigm Technology.
001365	Nortel Networks
001366	Neturity Technologies
001367	Narayon.
001368	Saab Danmark A/S
001369	Honda ElectronLED.
00136A	Hach Lange Sarl
00136B	E-TEC
00136C	TomTom
00136D	Tentaculus AB
00136E	Techmetro.
00136F	PacketMotion
001370	Nokia Danmark A/S
001371	ARRIS Group
001372	Dell
001373	BLwave Electronics
001374	Atheros Communications
001375	American Security Products
001376	Tabor Electronics
001377	Samsung Electronics
001378	Qsan Technology
001379	Ponder Information Industries
00137A	Netvox Technology
00137B	Movon 
00137C	Kaicom
00137D	Dynalab
00137E	CorEdge Networks
00137F	Cisco Systems
001380	Cisco Systems
001381	CHIPS & Systems
001382	Cetacea Networks 
001383	Application Technologies and Engineering Research Laboratory
001384	Advanced Motion Controls
001385	Add-On Technology
001386	ABB Inc/Totalflow
001387	27M Technologies AB
001388	WiMedia Alliance
001389	Redes de Telefon?a M?vil S.A.
00138A	Qingdao GoerTek Technology
00138B	Phantom Technologies LLC
00138C	Kumyoung.Co.Ltd
00138D	Kinghold
00138E	FOAB Elektronik AB
00138F	Asiarock Technology Limited
001390	Termtek Computer
001391	Ouen
001392	Ruckus Wireless
001393	Panta Systems
001394	Infohand
001395	Congatec AG
001396	Acbel Polytech
001397	Oracle  
001398	TrafficSim
001399	STAC .
00139A	K-ubique ID.
00139B	ioIMAGE
00139C	Exavera Technologies
00139D	MaxLinear Hispania S.L.U.
00139E	Ciara Technologies
00139F	Electronics Design Services
0013A0	ALGOSYSTEM
0013A1	Crow Electronic Engeneering
0013A2	MaxStreamInc
0013A3	Siemens Home & Office Comm. Devices
0013A4	KeyEye Communications
0013A5	General Solutions
0013A6	Extricom
0013A7	Battelle Memorial Institute
0013A8	Tanisys Technology
0013A9	Sony 
0013AA	ALS  & TEC
0013AB	Telemotive AG
0013AC	Sunmyung Electronics
0013AD	Sendo
0013AE	Radiance Technologies
0013AF	NUMA TechnologyInc.
0013B0	Jablotron
0013B1	Intelligent Control Systems (Asia) Pte
0013B2	Carallon Limited
0013B3	Ecom Communications Technology
0013B4	Appear TV
0013B5	Wavesat
0013B6	Sling Media
0013B7	Scantech ID
0013B8	RyCo Electronic Systems Limited
0013B9	BM SPA
0013BA	ReadyLinks Inc
0013BB	Smartvue 
0013BC	Artimi
0013BD	Hymatom SA
0013BE	Virtual Conexions
0013BF	Media System Planning.
0013C0	Trix Tecnologiaa.
0013C1	Asoka USA 
0013C2	WACOM
0013C3	Cisco Systems
0013C4	Cisco Systems
0013C5	Lightron Fiber-Optic Devices
0013C6	OpenGearInc
0013C7	IONOS
0013C8	ADB Broadband Italia
0013C9	Beyond Achieve Enterprises
0013CA	Pico Digital
0013CB	Zenitel Norway AS
0013CC	Tall Maple Systems
0013CD	MTI
0013CE	Intel 
0013CF	4Access Communications
0013D0	t+ Medical
0013D1	KIRK telecom A/S
0013D2	Page IbericaS.A.
0013D3	Micro-Star International
0013D4	ASUSTek Computer
0013D5	RuggedCom
0013D6	TII Network Technologies
0013D7	SPIDCOM Technologies SA
0013D8	Princeton Instruments
0013D9	Matrix Product Development
0013DA	Diskware
0013DB	SHOEI Electric
0013DC	Ibtek
0013DD	Abbott Diagnostics
0013DE	Adapt4LLC
0013DF	Ryvor.
0013E0	Murata Manufacturing
0013E1	Iprobe AB
0013E2	GeoVision
0013E3	CoVi Technologies
0013E4	Yangjae Systems.
0013E5	Tenosys
0013E6	Technolution
0013E7	Halcro
0013E8	Intel 
0013E9	VeriWave
0013EA	Kamstrup A/S
0013EB	Sysmaster 
0013EC	Netsnapper Technologies SARL
0013ED	Psia
0013EE	JBX Designs
0013EF	Kingjon Digital Technology
0013F0	Wavefront Semiconductor
0013F1	AMOD Technology
0013F2	Klas
0013F3	Giga-byte Communications
0013F4	Psitek (Pty)
0013F5	Akimbi Systems
0013F6	Cintech
0013F7	SMC Networks
0013F8	Dex Security Solutions
0013F9	Cavera Systems
0013FA	LifeSize CommunicationsInc
0013FB	RKC Instrument
0013FC	SiCortexInc
0013FD	Nokia Danmark A/S
0013FE	Grandtec Electronic.
0013FF	Dage-MTI Of MC
001400	Minerva Korea
001401	Rivertree Networks.
001402	kk-electronic a/s
001403	RenasisLLC
001404	ARRIS Group
001405	OpenIB
001406	Go Networks
001407	Sperian Protection Instrumentation
001408	Eka Systems
001409	MAGNETI MARELLI   S.E. S.p.A.
00140A	WEPIO
00140B	First International Computer
00140C	GKB Cctv
00140D	Nortel Networks
00140E	Nortel Networks
00140F	Federal State Unitary Enterprise Leningrad R&D Institute Of
001410	Suzhou Keda Technology
001411	Deutschmann Automation & KG
001412	S-TEC electronics AG
001413	Trebing & Himstedt Prozessautomation & KG
001414	Jumpnode Systems LLC.
001415	Intec Automation
001416	Scosche Industries
001417	RSE Informations Technologie
001418	C4Line
001419	Sidsa
00141A	Deicy 
00141B	Cisco Systems
00141C	Cisco Systems
00141D	LTi DRIVES
00141E	P.A. Semi
00141F	SunKwang Electronics
001420	G-Links networking Company
001421	Total Wireless Technologies Pte.
001422	Dell
001423	J-S NEUROCOM
001424	Merry Electrics
001425	Galactic Computing.
001426	NL Technology
001427	JazzMutant
001428	Vocollect Inc
001429	V Center Technologies
00142A	Elitegroup Computer Systems
00142B	Edata Communication
00142C	Koncept International
00142D	Toradex AG
00142E	77 Elektronika Kft.
00142F	Savvius
001430	ViPowERInc
001431	PDL Electronics
001432	Tarallax Wireless
001433	Empower Technologies(Canada)
001434	Keri SystemsInc
001435	CityCom.
001436	Qwerty Elektronik AB
001437	GSTeletech
001438	Hewlett Packard Enterprise
001439	Blonder Tongue LaboratoriesInc
00143A	Raytalk International SRL
00143B	Sensovation AG
00143C	Rheinmetall Canada
00143D	Aevoe
00143E	AirLink Communications
00143F	Hotway Technology 
001440	ATOMIC 
001441	Innovation Sound Technology
001442	Atto 
001443	Consultronics Europe
001444	Grundfos Holding
001445	Telefon-Gradnja d.o.o.
001446	SuperVision Solutions LLC
001447	BOAZ
001448	Inventec Multimedia & Telecom 
001449	Sichuan Changhong Electric
00144A	Taiwan Thick-Film Ind..
00144B	Hifn
00144C	General Meters.
00144D	Intelligent Systems
00144E	Srisa
00144F	Oracle  
001450	Heim Systems
001451	Apple
001452	CalculexInc.
001453	Advantech Technologies
001454	Symwave
001455	Coder Electronics 
001456	Edge Products
001457	T-Vips AS
001458	HS Automatic ApS
001459	Moram
00145A	Neratec Solutions AG
00145B	SeekerNet
00145C	Intronics B.V.
00145D	WJ Communications
00145E	IBM
00145F	Aditec
001460	Kyocera Wireless.
001461	Corona 
001462	Digiwell TechnologyInc
001463	Idcs N.V.
001464	Cryptosoft
001465	Novo Nordisk A/S
001466	Kleinhenz Elektronik
001467	ArrowSpan
001468	CelPlan International
001469	Cisco Systems
00146A	Cisco Systems
00146B	Anagran
00146C	Netgear
00146D	RF Technologies
00146E	H. Stoll & KG
00146F	Kohler Co
001470	Prokom Software SA
001471	Eastern Asia Technology Limited
001472	China Broadband Wireless IP Standard group(ChinaBWIPS)
001473	Bookham Inc
001474	K40 Electronics
001475	Wiline Networks
001476	MultiCom Industries Limited
001477	Trilliant
001478	TP-Link Technologies
001479	NEC Magnus Communications
00147A	Eubus
00147B	Iteris
00147C	3Com
00147D	Aeon Digital International
00147E	InnerWireless
00147F	Thomson Telecom Belgium
001480	Hitachi-LG Data Storage KoreaInc
001481	Multilink Inc
001482	Aurora Networks
001483	eXS
001484	Cermate Technologies
001485	Giga-Byte
001486	Echo Digital Audio 
001487	American Technology Integrators
001488	Akorri
001489	B15402100 - JandeiS.L.
00148A	Elin Ebg Traction
00148B	Globo Electronic & KG
00148C	General Dynamics Mission Systems
00148D	Cubic Defense Simulation Systems
00148E	Tele Power
00148F	Protronic (Far East)
001490	ASP 
001491	Daniels Electronics dbo Codan Rado Communications
001492	LiteonMobile Media Solution SBU
001493	Systimax Solutions
001494	ESU AG
001495	2Wire
001496	Phonic.
001497	ZHIYUAN Electronics
001498	Viking Design Technology
001499	Helicomm Inc
00149A	ARRIS Group
00149B	Nokota CommunicationsLLC
00149C	HF Company
00149D	Sound ID
00149E	UbONE
00149F	System and Chips
0014A0	Accsense
0014A1	Synchronous Communication
0014A2	Core Micro Systems
0014A3	Vitelec BV
0014A4	Hon Hai Precision Ind.
0014A5	Gemtek Technology
0014A6	Teranetics
0014A7	Nokia Danmark A/S
0014A8	Cisco Systems
0014A9	Cisco Systems
0014AA	Ashly Audio
0014AB	Senhai Electronic Technology
0014AC	Bountiful WiFi
0014AD	Gassner Wiege- und Messtechnik
0014AE	Wizlogics
0014AF	Datasym POS
0014B0	Naeil Community
0014B1	Axell Wireless Limited
0014B2	mCubelogics 
0014B3	CoreStar International
0014B4	General Dynamics United Kingdom
0014B5	PhysiometrixInc
0014B6	Enswer Technology
0014B7	AR Infotek
0014B8	Hill-Rom
0014B9	Mstar Semiconductor
0014BA	Carvers SA de CV
0014BB	Open Interface North America
0014BC	Synectic Telecom Exports PVT.
0014BD	IncNETWORKSInc
0014BE	Wink Communication technologyLtd
0014BF	Cisco-Linksys LLC
0014C0	Symstream Technology Group
0014C1	U.S. Robotics 
0014C2	Hewlett-Packard Company
0014C3	Seagate Technology
0014C4	Vitelcom Mobile Technology
0014C5	Alive Technologies Pty
0014C6	Quixant
0014C7	Nortel Networks
0014C8	Contemporary Research
0014C9	Brocade Communications Systems
0014CA	Key Radio Systems Limited
0014CB	LifeSync 
0014CC	Zetec
0014CD	DigitalZone
0014CE	NF 
0014CF	INVISIO Communications
0014D0	BTI Systems
0014D1	TRENDnet
0014D2	Kyuden Technosystems 
0014D3	Sepsa
0014D4	K Technology 
0014D5	Datang Telecom Technology LCDOptical Communication Br
0014D6	Jeongmin Electronics
0014D7	Datastore Technology
0014D8	bio-logic SA
0014D9	IP Fabrics
0014DA	Huntleigh Healthcare
0014DB	Elma Trenew Electronic
0014DC	Communication System Design & Manufacturing (CSDM)
0014DD	Covergence
0014DE	Sage Instruments
0014DF	HI-P Tech 
0014E0	LET'S 
0014E1	Data Display AG
0014E2	datacom Systems
0014E3	mm-lab
0014E4	InfiniasLLC
0014E5	Alticast
0014E6	AIM Infrarotmodule
0014E7	Stolinx. Inc
0014E8	ARRIS Group
0014E9	Nortech International
0014EA	S Digm (Safe Paradigm)
0014EB	AwarePoint 
0014EC	Acro Telecom
0014ED	Airak
0014EE	Western Digital Technologies
0014EF	TZero Technologies
0014F0	Business Security OL AB
0014F1	Cisco Systems
0014F2	Cisco Systems
0014F3	ViXS Systems Inc
0014F4	DekTec Digital Video B.V.
0014F5	OSI Security Devices
0014F6	Juniper Networks
0014F7	CREVIS
0014F8	Scientific Atlanta
0014F9	Vantage Controls
0014FA	AsGa S.A.
0014FB	Technical Solutions
0014FC	Extandon
0014FD	Thecus Technology.
0014FE	Artech Electronics
0014FF	Precise Automation
001500	Intel 
001501	LexBox
001502	BETA tech
001503	PROFIcomms s.r.o.
001504	Game Plus
001505	Actiontec ElectronicsInc
001506	Neo Photonics
001507	Renaissance Learning Inc
001508	Global Target Enterprise Inc
001509	Plus Technology
00150A	Sonoa SystemsInc
00150B	Sage Infotech
00150C	AVM
00150D	Hoana Medical
00150E	Openbrain Technologies
00150F	mingjong
001510	Techsphere
001511	Data Center Systems
001512	Zurich University Of Applied Sciences
001513	EFS sas
001514	Hu Zhou NAVA Networks&Electronics
001515	Leipold+Co.GmbH
001516	Uriel Systems
001517	Intel 
001518	Shenzhen 10MOONS Technology Development
001519	StoreAge Networking Technologies
00151A	Hunter Engineering Company
00151B	Isilon Systems
00151C	Leneco
00151D	M2I 
00151E	ETHERNET Powerlink Standarization Group (EPSG)
00151F	Multivision Intelligent Surveillance (Hong Kong)
001520	Radiocrafts AS
001521	Horoquartz
001522	Dea Security
001523	Meteor Communications 
001524	Numatics
001525	Chamberlain Access Solutions
001526	Remote Technologies Inc
001527	Balboa Instruments
001528	Beacon Medical Products LLC d.b.a. BeaconMedaes
001529	N3 
00152A	Nokia 
00152B	Cisco Systems
00152C	Cisco Systems
00152D	TenX NetworksLLC
00152E	PacketHop
00152F	ARRIS Group
001530	Dell EMC
001531	Kocom
001532	Consumer Technologies GroupLLC
001533	Nadam.Co.
001534	A Beltr?nica-Companhia de Comunica??esLda
001535	OTE Spa
001536	Powertech
001537	Ventus Networks
001538	RFID
001539	Technodrive srl
00153A	Shenzhen Syscan Technology
00153B	EMH metering & KG
00153C	Kprotech
00153D	Elim Product
00153E	Q-Matic Sweden AB
00153F	Alcatel Alenia Space Italia
001540	Nortel Networks
001541	StrataLight Communications
001542	Microhard S.R.L.
001543	Aberdeen Test Center
001544	CoM.s.a.t. AG
001545	SEECODE
001546	ITG Worldwide Sdn Bhd
001547	AiZen Solutions
001548	Cube Technologies
001549	Dixtal Biomedica Ind. Com.a
00154A	Wanshih Electronic
00154B	Wonde Proud Technology
00154C	Saunders Electronics
00154D	Netronome Systems
00154E	IEC
00154F	one RF Technology
001550	Nits Technology Inc
001551	RadioPulse
001552	Wi-Gear
001553	Cytyc 
001554	Atalum Wireless S.A.
001555	DFM
001556	Sagemcom Broadband SAS
001557	Olivetti
001558	Foxconn
001559	Securaplane Technologies
00155A	Dainippon Pharmaceutical
00155B	Sampo 
00155C	Dresser Wayne
00155D	Microsoft 
00155E	Morgan Stanley
00155F	GreenPeak Technologies
001560	Hewlett-Packard Company
001561	JJPlus 
001562	Cisco Systems
001563	Cisco Systems
001564	BEHRINGER Spezielle Studiotechnik
001565	Xiamen Yealink Network Technology
001566	A-First Technology
001567	RADWIN
001568	Dilithium Networks
001569	PECO II
00156A	DG2L Technologies Pvt.
00156B	Perfisans Networks.
00156C	Sane System
00156D	Ubiquiti Networks
00156E	A. W. Communication Systems
00156F	Xiranet Communications
001570	Zebra Technologies Inc
001571	Nolan Systems
001572	Red-Lemon
001573	NewSoft  Technology 
001574	Horizon Semiconductors
001575	Nevis Networks
001576	LABiTec - Labor Biomedical Technologies
001577	Allied Telesis
001578	Audio / Video Innovations
001579	Lunatone Industrielle Elektronik
00157A	Telefin S.p.A.
00157B	Leuze electronic + KG
00157C	Dave Networks
00157D	Posdata
00157E	Weidm?ller Interface & KG
00157F	ChuanG International Holding
001580	U-WAY 
001581	MAKUS
001582	Pulse Eight Limited
001583	IVT 
001584	Schenck Process
001585	Aonvision Technolopy.
001586	Xiamen Overseas Chinese Electronic
001587	Takenaka Seisakusho
001588	Salutica Allied Solutions Sdn Bhd
001589	D-MAX Technology
00158A	SURECOM Technology.
00158B	Park Air Systems
00158C	Liab ApS
00158D	Jennic
00158E	Plustek.Inc
